name,has_yaml,copies,description,kept_source_path,other_copy_paths
outlook-calendar-meeting-prep,yes,1,"Build a practical meeting prep brief from an Outlook Calendar event and its nearby Microsoft context. Use when the user wants to prepare for an upcoming meeting, understand what to read beforehand, pull in linked notes or docs, or get a concise brief on what the meeting appears to require.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-calendar\skills\outlook-calendar-meeting-prep\SKILL.md,
outlook-calendar-shared-calendars,yes,1,"Safely write to delegated or shared Outlook calendars. Use when the user explicitly wants to create, update, respond to, cancel, delete, or add a small attachment to an event on a shared or delegated Outlook Calendar.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-calendar\skills\outlook-calendar-shared-calendars\SKILL.md,
outlook-email,yes,1,"Triage Outlook mail, extract tasks, clean up subscriptions, draft responses, and route shared mailbox work. Use when the user asks to inspect an Outlook inbox or thread, summarize open actions and deadlines, clean up newsletters, draft replies or forwards, organize mailbox follow-up work, or act on a delegated/shared Outlook mailbox.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-email\skills\outlook-email\SKILL.md,
outlook-email-inbox-triage,yes,1,"Triage an Outlook inbox into actionable buckets such as urgent, needs reply soon, waiting, and FYI using connected Outlook data. Use when the user asks to triage the inbox, rank what needs attention, find what still needs a reply, or separate important mail from noise.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-email\skills\outlook-email-inbox-triage\SKILL.md,
outlook-email-reply-drafting,yes,1,"Draft Outlook email replies safely from connected mailbox context. Use when the user wants to reply to a thread, decide whether to reply-all, prepare a draft before sending, or turn the latest Outlook message into a polished response.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-email\skills\outlook-email-reply-drafting\SKILL.md,
outlook-email-shared-mailboxes,yes,1,"Work with delegated or shared Outlook Email mailboxes. Use when the user explicitly wants to read another mailbox, send from or on behalf of a shared mailbox, mark shared mail read or unread, move shared mail, or browse folders in a shared mailbox.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-email\skills\outlook-email-shared-mailboxes\SKILL.md,
outlook-email-subscription-cleanup,yes,1,"Clean up Outlook newsletters and recurring subscription email safely. Use when the user wants to unsubscribe, separate newsletters from human mail, move recurring senders into folders, or organize low-signal subscription traffic without losing important messages.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-email\skills\outlook-email-subscription-cleanup\SKILL.md,
outlook-email-task-extraction,yes,1,"Extract action items, deadlines, commitments, and owners from Outlook email threads and mailbox searches. Use when the user wants a task list from one thread, several related messages, or a mailbox slice, including who owes what and when.",C:\Users\Treml\.codex\.tmp\plugins\plugins\outlook-email\skills\outlook-email-task-extraction\SKILL.md,
outreach-sequencer,yes,1,Manages multi-touch outreach sequences to founders and referral sources,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\outreach-sequencer\SKILL.md,
outreach-sequences,yes,1,Outreach.io sales engagement platform for sequence management,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\sales\skills\outreach-sequences\SKILL.md,
owasp-security-scanner,yes,1,"Automated OWASP Top 10 vulnerability detection and assessment. Run OWASP ZAP automated scans, detect injection vulnerabilities, identify broken authentication patterns, check for sensitive data exposure, analyze security misconfigurations, and generate OWASP-compliant reports.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-compliance\skills\owasp-security-scanner\SKILL.md,
owasp-zap-security,yes,1,"Deep integration with OWASP ZAP for automated security scanning, vulnerability detection, and API security testing. Execute spider/active scans, analyze alerts, generate security reports, and integrate with CI/CD pipelines.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\qa-testing-automation\skills\owasp-zap-security\SKILL.md,
p2p-networking,yes,1,Peer-to-peer networking skill for NAT punch-through and relay servers.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\p2p-networking\SKILL.md,
package-publisher,yes,1,Publish packages to language-specific registries,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\package-publisher\SKILL.md,
packaging-notarization,yes,1,"Prepare and troubleshoot packaging, signing, and notarization workflows for macOS distribution. Use when asked to archive a Mac app, validate bundle structure, reason about notarization readiness, or explain distribution-only failures.",C:\Users\Treml\.codex\.tmp\plugins\plugins\build-macos-apps\skills\packaging-notarization\SKILL.md,
packaging-validation-planner,yes,1,Sterile barrier system validation planning skill per ISO 11607,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\biomedical-engineering\skills\packaging-validation-planner\SKILL.md,
packet-capture,yes,1,"Expert skill for packet capture and analysis using libpcap/Wireshark. Execute tcpdump/tshark commands, write BPF filter expressions, analyze pcap files, decode protocol layers, calculate statistics, and generate Wireshark dissectors.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\network-programming\skills\packet-capture\SKILL.md,
pact-contract-testing,yes,1,"Consumer-driven contract testing with Pact framework. Generate consumer contracts, configure Pact Broker publishing, execute provider verification, detect breaking changes, and integrate with CI/CD pipelines.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\qa-testing-automation\skills\pact-contract-testing\SKILL.md,
paid-media-platforms,yes,1,Cross-platform paid advertising management and optimization,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\marketing\skills\paid-media-platforms\SKILL.md,
pandadoc-proposals,yes,1,PandaDoc document automation for proposals and contracts,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\sales\skills\pandadoc-proposals\SKILL.md,
pandas-dataframe-analyzer,yes,1,"Automated DataFrame analysis skill for statistical summaries, missing value detection, data type inference, and memory optimization recommendations.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\data-science-ml\skills\pandas-dataframe-analyzer\SKILL.md,
parallel-orchestration,no,1,,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\ccpm\skills\parallel-orchestration\SKILL.md,
parallel-patterns,yes,1,"GPU parallel algorithm design patterns and implementations. Implement parallel reduction, scan/prefix sum, histogram, parallel sort algorithms, stream compaction, and work-efficient patterns optimized for specific GPU architectures.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\gpu-programming\skills\parallel-patterns\SKILL.md,
paraview-scientific-visualizer,yes,1,ParaView visualization skill for 3D scientific data rendering and analysis,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\physics\skills\paraview-scientific-visualizer\SKILL.md,
pareto-analyzer,yes,1,Pareto analysis skill for identifying vital few causes and prioritizing improvement efforts.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\industrial-engineering\skills\pareto-analyzer\SKILL.md,
Parser Generator,yes,1,"Expert skill for parser generation and implementation using LL, LR, LALR, PEG, and Pratt parsing techniques",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\programming-languages\skills\parser-generator\SKILL.md,
particle-systems,yes,1,Particle system skill for emitters and GPU particles.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\particle-systems\SKILL.md,
path-planning,yes,1,Trajectory planning and motion control algorithm development,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\automotive-engineering\skills\path-planning\SKILL.md,
patient-safety-event-analysis,yes,1,"Investigate patient safety events using RCA, FMEA, and other systematic analysis methods to identify contributing factors and develop corrective actions",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\healthcare\skills\patient-safety-event-analysis\SKILL.md,
patrol-monitoring,yes,1,"Continuous monitoring using Deacon/Witness patterns for agent health checks, stuck detection, and automated recovery.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\gastown\skills\patrol-monitoring\SKILL.md,
pattern-matching,yes,1,"Expert skill for implementing pattern matching including exhaustiveness checking, decision tree compilation, and efficient match dispatch code generation.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\programming-languages\skills\pattern-matching\SKILL.md,
pavement-design-calculator,yes,1,Pavement design skill for flexible and rigid pavements using AASHTO and MEPDG methods,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\civil-engineering\skills\pavement-design-calculator\SKILL.md,
pay-equity,yes,1,Statistical analysis of compensation for equity and regulatory compliance,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\human-resources\skills\pay-equity\SKILL.md,
payer-contract-analysis,yes,1,"Analyze payer contracts for reimbursement rates, terms, and value-based incentives to optimize revenue and support contract negotiations",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\healthcare\skills\payer-contract-analysis\SKILL.md,
payments,yes,1,"Stripe payments integration guidance — native Vercel Marketplace setup, checkout sessions, webhook handling, subscription billing, and the Stripe SDK. Use when implementing payments, subscriptions, or processing transactions.",C:\Users\Treml\.codex\.tmp\plugins\plugins\vercel\skills\payments\SKILL.md,
pbr-rendering,yes,1,Physically-based rendering skill for BRDF models and material workflows.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\pbr-rendering\SKILL.md,
pci-dss-compliance-automator,yes,1,"PCI DSS compliance assessment and reporting for cardholder data protection, SAQ automation, and ASV scan orchestration",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-compliance\skills\pci-dss-compliance-automator\SKILL.md,
pdca-tracker,yes,1,PDCA cycle tracking skill for plan-do-check-act improvement management.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\industrial-engineering\skills\pdca-tracker\SKILL.md,
pde-solver-library,yes,1,Numerical methods for partial differential equations,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mathematics\skills\pde-solver-library\SKILL.md,
pdf,yes,1,"Use when tasks involve reading, creating, or reviewing PDF files where rendering and layout matter; prefer visual checks by rendering pages (Poppler) and use Python tools such as `reportlab`, `pdfplumber`, and `pypdf` for generation and extraction.",C:\Users\Treml\.codex\vendor_imports\skills\skills\.curated\pdf\SKILL.md,
